Id,Lista_Heroes
UX 21,SUPREME ONE :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  BEAST/HENRY &HANK& P :  ICEMAN/ROBERT BOBBY :  DOMINUS :  LUCIFER :  MARVEL GIRL/JEAN GRE :  PROFESSOR X/CHARLES
AUP 5,THUNDERBALL/DR. ELIO :  DEATHCRY [SHI'AR] :  STARFOX/EROS :  CAPTAIN MARVEL III/G :  VISION :  CONTROLLER/BASIL SAN :  CAPTAIN MARVEL II/MO
AUP 4,STILT-MAN/WILBUR DAY :  DREADKNIGHT/BRAM VEL :  DEATHCRY [SHI'AR] :  HYDROMAN/MORRIE BENC :  BLACK WIDOW/NATASHA :  ABSORBING MAN/CARL C :  VOLCANA/MARSHA ROSEN :  SHE-HULK/JENNIFER WA :  WRECKER III/DIRK GAR :  MISTER HYDE/CALVIN Z :  VISION :  ANGAR THE SCREAMER/D :  TITANIA II/MARY SKEE :  MOLECULE MAN/OWEN RE :  WIZARD/BENTLEY WITTM :  ANT-MAN/DR. HENRY J. :  KLAW/ULYSSES KLAW :  BROTHERS GRIMM II/BA :  MENTALLO :  CRYSTAL [INHUMAN] :  SCREAMING MIMI/MELIS :  TRAPSTER/PETER PETRU :  BULLDOZER/HENRY CAMP :  PILEDRIVER II/BRIAN :  HERCULES [GREEK GOD]
UX 22,ZELDA :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  BEAST/HENRY &HANK& P :  CANTOR  VERA :  PLANTMAN/SAM SMITHER :  UNICORN/MYLOS MASARY :  ICEMAN/ROBERT BOBBY :  SCARECROW/EBENEZER L :  MARVEL GIRL/JEAN GRE :  PORCUPINE/ALEX GENTR :  COUNT NEFARIA  LUCHI :  EEL/LEOPOLD STRYKE :  PROFESSOR X/CHARLES
UX 20,SUPREME ONE :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  BEAST/HENRY &HANK& P :  UNUS THE UNTOUCHABLE :  ICEMAN/ROBERT BOBBY :  LUCIFER :  MARVEL GIRL/JEAN GRE :  BLOB/FRED J. DUKES :  PROFESSOR X/CHARLES
KZ3 16/2,ZABU :  KA-ZAR/KEVIN PLUNDER
UX 18,MAGNETO/MAGNUS/ERIC :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  THOMAS  DR. JOHN :  BEAST/HENRY &HANK& P :  SHADOWCAT/KATHERINE :  ICEMAN/ROBERT BOBBY :  STORM/ORORO MUNROE S :  WORTHINGTON  WARREN :  WORTHINGTON  KATHRYN :  SABRETOOTH/VICTOR CR :  MARVEL GIRL/JEAN GRE :  CALIBAN/ :  TOAD/MORTIMER TOYNBE :  STRANGER :  PROFESSOR X/CHARLES :  HUNTER  STEVIE
UX 19,ZELDA :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  MIMIC/CALVIN RANKIN :  BEAST/HENRY &HANK& P :  CANTOR  VERA :  ICEMAN/ROBERT BOBBY :  MARVEL GIRL/JEAN GRE :  PROFESSOR X/CHARLES
AUP 3,BLACK WIDOW/NATASHA :  SUPER-ANDROID F-4 :  ABSORBING MAN/CARL C :  HUMAN TORCH/JOHNNY S :  LYJA LAZERFIST [SKRU :  STONE  LT. MARCUS :  CRYSTAL [INHUMAN]
UX 16,CANCELLATOR :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  BISHOP / :  TIMESLOT :  BEAST/HENRY &HANK& P :  STATIC :  COLOSSUS II/PETER RA :  ARIZE :  ICEMAN/ROBERT BOBBY :  LEAD-IN :  STORM/ORORO MUNROE S :  SWEEPZWEAK :  MARVEL GIRL/JEAN GRE :  SENTINELS :  TRASK  DR. BOLIVAR :  MASTER MOLD :  DEADAIR :  PROFESSOR X/CHARLES
UX 17,MAGNETO/MAGNUS/ERIC :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  THOMAS  DR. JOHN :  BEAST/HENRY &HANK& P :  FREDERICKS  GENERAL :  ICEMAN/ROBERT BOBBY :  WORTHINGTON  WARREN :  WORTHINGTON  KATHRYN :  MARVEL GIRL/JEAN GRE :  PROFESSOR X/CHARLES
AUP 2,DEATHCRY [SHI'AR] :  VISION :  ANT-MAN/DR. HENRY J. :  GRAVITON/FRANK HALL :  HERCULES [GREEK GOD]
UX 14,ZELDA :  DR. STRANGE/STEPHEN :  BOOMER/TABITHA SMITH :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  CANNONBALL II/SAM GU :  BEAST/HENRY &HANK& P :  THING/BENJAMIN J. GR :  FORGE :  SHIP :  HUMAN TORCH/JOHNNY S :  SUNSPOT/ROBERTO DACO :  AHAB/RORY CAMPBELL :  RICHARDS  FRANKLIN 2 :  RICHARDS  FRANKLIN B :  BANSHEE/SEAN CASSIDY :  ICEMAN/ROBERT BOBBY :  STORM/ORORO MUNROE S :  WORTHINGTON  WARREN :  WORTHINGTON  KATHRYN :  WARLOCK III :  MS. MARVEL II/SHARON :  SUMMERS  NATHAN CHRI :  MARVEL GIRL/JEAN GRE :  INVISIBLE WOMAN/SUE :  SENTINELS :  SPIDER-MAN/PETER PARKER :  TRASK  DR. BOLIVAR :  BERNARD THE POET :  MR. FANTASTIC/REED R :  PHOENIX III/RACHEL S :  PROFESSOR X/CHARLES :  GAMBIT/REMY LEBEAU
AUP 1,BLACK WIDOW/NATASHA :  MOONSTONE II/KARLA S :  VISION :  ANT-MAN/DR. HENRY J. :  MOONSTONE/LLOYD BLOC :  HERCULES [GREEK GOD]
UX 15,GIDEON :  BOOMER/TABITHA SMITH :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  MULTIPLE MAN/JAMES A :  CANNONBALL II/SAM GU :  BEAST/HENRY &HANK& P :  SPEEDBALL/ROBBIE BAL :  SIRYN/THERESA ROURKE :  NAMORITA/NITA PRENTI :  FERAL/MARIA CALLASAN :  SHATTERSTAR II/GAVEE :  POLARIS/LORNA DANE :  MCCOY  NORTON :  SHADOW KING/AMAHL FA :  CHORD  ANDREW :  STUART  BRIG. ALYSAN :  ICEMAN/ROBERT BOBBY :  SILHOUETTE :  HARNESS/ERIKA BENSON :  SUMMERS  NATHAN CHRI :  PROTEUS II :  MARVEL GIRL/JEAN GRE :  NIGHT THRASHER/DUANE :  SENTINELS :  PIECEMEAL/GILBERT BE :  TRASK  DR. BOLIVAR :  THUNDERBIRD II/JAMES :  NOVA/RICHARD RIDER :  COPYCAT/VANESSA :  TOAD/MORTIMER TOYNBE :  MACTAGGERT  MOIRA KI :  MASTER MOLD :  JUSTICE II/VANCE AST :  FIRESTAR/ANGELICA JO :  PROFESSOR X/CHARLES :  MCCOY  EDNA ANDREWS :  LEGION II/DAVID HALL
UX 34,ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  ROBERTS  TED :  BEAST/HENRY &HANK& P :  TYRANNUS :  COBALT MAN :  ICEMAN/ROBERT BOBBY :  MARVEL GIRL/JEAN GRE :  MOLE MAN/HARVEY RUPE
UX 35,ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  CHANGELING :  BEAST/HENRY &HANK& P :  BANSHEE/SEAN CASSIDY :  ICEMAN/ROBERT BOBBY :  MARVEL GIRL/JEAN GRE :  SPIDER-MAN/PETER PARKER
UX 32,ZELDA :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  BEAST/HENRY &HANK& P :  CANTOR  VERA :  ICEMAN/ROBERT BOBBY :  JUGGERNAUT/CAIN MARK :  MARVEL GIRL/JEAN GRE :  SOUTHERN  CANDY :  BERNARD THE POET :  PROFESSOR X/CHARLES
UX 33,DR. STRANGE/STEPHEN :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  BEAST/HENRY &HANK& P :  ANCIENT ONE :  ICEMAN/ROBERT BOBBY :  JUGGERNAUT/CAIN MARK :  MARVEL GIRL/JEAN GRE :  PROFESSOR X/CHARLES
UX 30,MAHA YOGI :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  BEAST/HENRY &HANK& P :  ICEMAN/ROBERT BOBBY :  MARVEL GIRL/JEAN GRE :  PROFESSOR X/CHARLES
UX 31,ZELDA :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  ROBERTS  TED :  BEAST/HENRY &HANK& P :  CANTOR  VERA :  COBALT MAN :  ICEMAN/ROBERT BOBBY :  MARVEL GIRL/JEAN GRE :  SOUTHERN  CANDY :  BERNARD THE POET :  PROFESSOR X/CHARLES
UX 29,ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  SUPER-ADAPTOID/ALESS :  MIMIC/CALVIN RANKIN :  BEAST/HENRY &HANK& P :  ICEMAN/ROBERT BOBBY :  MARVEL GIRL/JEAN GRE :  PROFESSOR X/CHARLES
UX 27,ZELDA :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  ROBERTS  TED :  MIMIC/CALVIN RANKIN :  BEAST/HENRY &HANK& P :  CANTOR  VERA :  PUPPET MASTER/PHILLI :  ICEMAN/ROBERT BOBBY :  SCARLET WITCH/WANDA :  MARVEL GIRL/JEAN GRE :  QUICKSILVER/PIETRO M :  SPIDER-MAN/PETER PARKER :  PROFESSOR X/CHARLES
UX 28,ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  ROBERTS  TED :  MIMIC/CALVIN RANKIN :  BEAST/HENRY &HANK& P :  BANSHEE/SEAN CASSIDY :  ICEMAN/ROBERT BOBBY :  MARVEL GIRL/JEAN GRE :  PROFESSOR X/CHARLES :  OGRE
UX 25,TOLOC :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  KUKULCAN/VIRAKO/QUET :  BEAST/HENRY &HANK& P :  EL TIGRE :  ICEMAN/ROBERT BOBBY :  MARVEL GIRL/JEAN GRE :  RAMON :  PROFESSOR X/CHARLES
UX 26,TOLOC :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  ROBERTS  TED :  MIMIC/CALVIN RANKIN :  KUKULCAN/VIRAKO/QUET :  BEAST/HENRY &HANK& P :  EL TIGRE :  ICEMAN/ROBERT BOBBY :  MARVEL GIRL/JEAN GRE :  RAMON :  PROFESSOR X/CHARLES
ST 73,GROTTU
ST 67,MAKKARI/MIKE KHARY/I
UX 12,LONGSHOT :  GAZA :  PSYLOCKE/ELISABETH B :  ZALADANE :  WOLVERINE/LOGAN :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  BRAINCHILD :  GATEWAY :  BEAST/HENRY &HANK& P :  LUPO :  COLOSSUS II/PETER RA :  MARKO  KURT :  PLUNDER  ADAM KYLE M :  AMPHIBIUS :  ICEMAN/ROBERT BOBBY :  JUGGERNAUT/CAIN MARK :  BARBARUS :  NEREEL :  STORM/ORORO MUNROE S :  ZABU :  MARVEL GIRL/JEAN GRE :  DAZZLER II/ALLISON B :  SUMMERS  MADELYNE MA :  HIGH EVOLUTIONARY/HE :  HAVOK/ALEX SUMMERS :  GAROKK :  SHANNA/SHANNA O'HARA :  PROFESSOR X/CHARLES :  KA-ZAR/KEVIN PLUNDER :  ROGUE /
UX 13,PUFF ADDER :  LONGSHOT :  GHAUR [DEVIANT] :  BOOMSLANG/ :  ANACONDA/BLANCHE SIT :  PSYLOCKE/ELISABETH B :  SIDEWINDER/SETH VOEL :  WOLVERINE/LOGAN :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  COBRA/KLAUS VORHEES :  DIAMONDBACK II/RACHE :  GATEWAY :  BEAST/HENRY &HANK& P :  LLYRA/LLYRA MORRIS :  ROCK PYTHON :  COPPERHEAD III/DAVIS :  HUMAN TORCH/JOHNNY S :  BLACK MAMBA/TANYA SE :  COLOSSUS II/PETER RA :  DAREDEVIL/MATT MURDO :  ASP II/CLEO :  COTTONMOUTH II :  ICEMAN/ROBERT BOBBY :  JUGGERNAUT/CAIN MARK :  STORM/ORORO MUNROE S :  COACHWHIP :  RATTLER :  MARVEL GIRL/JEAN GRE :  DAZZLER II/ALLISON B :  MR. JIP :  FER DE LANCE/TERESA :  HAVOK/ALEX SUMMERS :  PROFESSOR X/CHARLES :  BLACK RACER/ :  BUSHMASTER II/QUINCY :  ROGUE /
UX 10,LONGSHOT :  MAGNETO/MAGNUS/ERIC :  KENT  CLARK :  CYPHER/DOUG RAMSEY :  DARLA :  PSYLOCKE/ELISABETH B :  WOLFSBANE/RAHNE SINC :  WOLVERINE/LOGAN :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  MAA-GOR :  MIRAGE II/DANIELLE M :  CANNONBALL II/SAM GU :  BEAST/HENRY &HANK& P :  KARMA/XI'AN COY MANH :  SIMONSON  LOUISE :  NIGHTCRAWLER/KURT WA :  SUNSPOT/ROBERTO DACO :  LOCKHEED :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  ICEMAN/ROBERT BOBBY :  STORM/ORORO MUNROE S :  MAJOR DOMO :  MAGIK/ILLYANA RASPUT :  WARLOCK III :  ZABU :  LANE  LOIS :  MARVEL GIRL/JEAN GRE :  SPIRAL :  PUDDLEGULP :  ALFY :  MOJO :  BUTCH :  GREENSONG :  MAGMA/AMARA AQUILLA/ :  PROFESSOR X/CHARLES :  KA-ZAR/KEVIN PLUNDER :  ROGUE /
UX 11,LONGSHOT :  MAGNETO/MAGNUS/ERIC :  CAPTAIN BRITAIN/BRIA :  PSYLOCKE/ELISABETH B :  WOLVERINE/LOGAN :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  BEAST/HENRY &HANK& P :  MEGGAN :  ICEMAN/ROBERT BOBBY :  SCARLET WITCH/WANDA :  STORM/ORORO MUNROE S :  MARVEL GIRL/JEAN GRE :  DAZZLER II/ALLISON B :  QUICKSILVER/PIETRO M :  MASTERMIND/JASON WYN :  HAVOK/ALEX SUMMERS :  TOAD/MORTIMER TOYNBE :  STRANGER :  PROFESSOR X/CHARLES :  ROGUE /
M/CP 109/2,MINDSINGER/GREGOR :  HARVEST/CHI LO :  SEA WITCH/BRIGIT O'H :  HIGHNOTE/RAOUL HERNA :  VARUA/MIRA :  GENII/JASON KIMBALL :  CALCULUS/JAHAHAREL P :  DAYDREAMER/CATHERINE :  CADUCEUS :  MOONSTALKER/KIANA :  NAUDA :  BRIGHTSWORD/CARTER D :  SPLICE/CHANDRA KU
M/CP 109/3,RAZORBLADE II/ :  GHOST RIDER III/DAN :  LUPE :  SCUZZ :  WEREWOLF BY NIGHT/JA
M/CP 109/4,DEATH :  THANOS
AWC 66/2,WONDER MAN/SIMON WIL :  MANDRILL/HENSLEY FAR :  GRIM REAPER/ERIC WIL
UX -1,GREY  DR. JOHN :  TRASK  LAWRENCE LARR :  SANCTITY/TANYA TRASK :  MARVEL GIRL/JEAN GRE :  TRASK  DR. BOLIVAR :  MASTER MOLD :  PHOENIX III/RACHEL S
M/FAN 7/2,DAREDEVIL/MATT MURDO
XCALSE,CAPTAIN BRITAIN/BRIA :  THUG :  RINGTOSS :  MEGGAN :  YAP :  LOCKHEED :  JOYBOY :  WAXWORK :  SHADOWCAT/KATHERINE :  GATECRASHER :  CHINA DOLL :  NUMBERS :  FERRO2 :  PHOENIX III/RACHEL S :  SCATTERBRAIN :  BODYBAG
VT 8/4,BLADE/
NFAOS 10,BROWN  LAURA :  HATE-MONGER II :  FURY  COL. NICHOLAS :  SITWELL  JASPER
NFAOS 11,BROWN  LAURA :  HATE-MONGER II :  FURY  COL. NICHOLAS
NFAOS 14,JONES  GABE :  DE LA FONTAINE  CONT :  GAFF/SIDNEY E. LEVIN :  FURY  COL. NICHOLAS :  DUGAN  TIMOTHY ALOYI
NFAOS 15,BROWN  LAURA :  BULLSEYE :  FURY  COL. NICHOLAS :  DUGAN  TIMOTHY ALOYI
NFAOS 12,WOO  JIMMY :  JONES  GABE :  DE LA FONTAINE  CONT :  FURY  COL. NICHOLAS :  DUGAN  TIMOTHY ALOYI
NFAOS 13,JONES  GABE :  BROWN  LAURA :  SUPER-PATRIOT :  FURY  COL. NICHOLAS :  DUGAN  TIMOTHY ALOYI :  SITWELL  JASPER
AF 109/2,GOBLYN :  PERSUASION/KARA KILL :  HUDSON  HEATHER :  DREAM QUEEN :  DEAN  DARBY :  DEAN  SUSAN :  NORTHSTAR/JEAN-PAUL :  SASQUATCH/WALTER LAN :  PUCK/EUGENE MILTON J :  AURORA/JEANNE-MARIE :  DIAMOND LIL/LILLIAN :  WITCHFIRE :  MR. FANTASTIC DOPPEL :  PATHWAY/LAURA DEAN :  MANIKIN/DR. WHITMAN :  TALISMAN II/ELIZABET :  BOX IV/MADISON JEFFR :  WINDSHEAR/COLIN ASHW :  WILD CHILD/KYLE GIBN
NFV.S 6,MACKENZIE  AL :  WOO  JIMMY :  JONES  GABE :  MAD DOG/COLONEL BUZZ :  DE LA FONTAINE  CONT :  BROWN  LAURA :  GAFF/SIDNEY E. LEVIN :  RUNCITER  GAIL :  FURY  COL. NICHOLAS :  DUGAN  TIMOTHY ALOYI :  PIERCE  ALEXANDER GO :  QUARTERMAIN  CLAY :  MADAME HYDRA VI :  NEVILLE  KATE :  SITWELL  JASPER
NFV.S 5,MACKENZIE  AL :  WOO  JIMMY :  JONES  GABE :  MAD DOG/COLONEL BUZZ :  DE LA FONTAINE  CONT :  BROWN  LAURA :  FURY  COL. NICHOLAS :  DUGAN  TIMOTHY ALOYI :  PIERCE  ALEXANDER GO :  QUARTERMAIN  CLAY :  MADAME HYDRA VI :  NEVILLE  KATE :  SITWELL  JASPER
NFV.S 4,MACKENZIE  AL :  WOO  JIMMY :  JONES  GABE :  MAD DOG/COLONEL BUZZ :  DE LA FONTAINE  CONT :  BROWN  LAURA :  FURY  COL. NICHOLAS :  DUGAN  TIMOTHY ALOYI :  PIERCE  ALEXANDER GO :  MADAME HYDRA VI :  NEVILLE  KATE :  SITWELL  JASPER
NFV.S 3,MACKENZIE  AL :  WOO  JIMMY :  JONES  GABE :  MAD DOG/COLONEL BUZZ :  DE LA FONTAINE  CONT :  RUNCITER  GAIL :  FURY  COL. NICHOLAS :  IRON MAN/TONY STARK :  DUGAN  TIMOTHY ALOYI :  PIERCE  ALEXANDER GO :  QUARTERMAIN  CLAY :  MADAME HYDRA VI :  SITWELL  JASPER :  KOENIG  ERIC
NFV.S 2,WOO  JIMMY :  JONES  GABE :  DE LA FONTAINE  CONT :  WONDER MAN/SIMON WIL :  BLACK KNIGHT V/DANE :  GAFF/SIDNEY E. LEVIN :  THING/BENJAMIN J. GR :  GYRICH  HENRY PETER :  SHE-HULK/JENNIFER WA :  HUMAN TORCH/JOHNNY S :  MOCKINGBIRD/DR. BARB :  DR. DRUID/ANTHONY LU :  VISION :  THOR/DR. DONALD BLAK :  SCARLET WITCH/WANDA :  MOON KNIGHT/MARC SPE :  FURY  COL. NICHOLAS :  DUGAN  TIMOTHY ALOYI :  MS. MARVEL II/SHARON :  QUARTERMAIN  CLAY :  CRYSTAL [INHUMAN] :  SITWELL  JASPER :  HAWK :  KOENIG  ERIC
NFV.S 1,WOO  JIMMY :  JONES  GABE :  DE LA FONTAINE  CONT :  GAFF/SIDNEY E. LEVIN :  RUNCITER  GAIL :  FURY  COL. NICHOLAS :  DUGAN  TIMOTHY ALOYI :  QUARTERMAIN  CLAY :  SITWELL  JASPER
ROM 16/2,STARSHINE/LANDRA :  TERMINATOR :  ROM  SPACEKNIGHT
MTU2 1,BLARE/
ST5 1/2,BROTHER STEPHEN :  WEREWOLF BY NIGHT/JA :  SMEDLEY
ST5 1/3,PAPA NEBO :  ZOMBIE/SIMON GARTH :  GARTH  DONNA
V:F 3,SPIDER-MAN/PETER PARKER :  RAINTREE  VIVIAN :  VENOM/EDDIE BROCK
V:F 2,TILBY  TRISH/PATRICI :  WATSON-PARKER  MARY :  HOLDSWORTH  PARKER :  DUNLEAVY  GEN. ARLEN :  SPIDER-MAN/PETER PARKER :  RAINTREE  VIVIAN :  VENOM/EDDIE BROCK
V:F 1,TILBY  TRISH/PATRICI :  WATSON-PARKER  MARY :  HOLDSWORTH  PARKER :  DUNLEAVY  GEN. ARLEN :  SPIDER-MAN/PETER PARKER :  RAINTREE  VIVIAN :  VENOM/EDDIE BROCK
UX 98,KENT  CLARK :  CLAREMONT  CHRIS :  DAYTRIPPER/AMANDA SE :  WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  DE LA FONTAINE  CONT :  LANG  DR. STEVEN :  CORBEAU  DR. PETER :  NIGHTCRAWLER/KURT WA :  COLOSSUS II/PETER RA :  KIRBY  JACK :  BANSHEE/SEAN CASSIDY :  DAREDEVIL/MATT MURDO :  WILFORD  BONNIE :  STORM/ORORO MUNROE S :  FURY  COL. NICHOLAS :  LANE  LOIS :  MARVEL GIRL/JEAN GRE :  COCKRUM  DAVE :  SENTINELS :  LILANDRA NERAMANI [S :  MACTAGGERT  MOIRA KI :  LEE  STAN :  PROFESSOR X/CHARLES :  WILFORD  ELISABETH B
UX 99,WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  LANG  DR. STEVEN :  CORBEAU  DR. PETER :  NIGHTCRAWLER/KURT WA :  HILARY :  BLACK TOM CASSIDY :  COLOSSUS II/PETER RA :  BANSHEE/SEAN CASSIDY :  STORM/ORORO MUNROE S :  MARVEL GIRL/JEAN GRE :  DMITRI :  KUTUZOV  COL. :  SENTINELS :  PROFESSOR X/CHARLES
UX 96,WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  LANG  DR. STEVEN :  NIGHTCRAWLER/KURT WA :  COLOSSUS II/PETER RA :  BANSHEE/SEAN CASSIDY :  ROSSI  COL. MICHAEL :  STORM/ORORO MUNROE S :  MUNROE  N'DARE :  SENTINELS :  MACTAGGERT  MOIRA KI :  PROFESSOR X/CHARLES
UX 97,ERIC THE RED [SHI'AR :  WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  WHITE KING :  LANG  DR. STEVEN :  NIGHTCRAWLER/KURT WA :  COLOSSUS II/PETER RA :  BANSHEE/SEAN CASSIDY :  POLARIS/LORNA DANE :  STORM/ORORO MUNROE S :  MARVEL GIRL/JEAN GRE :  SENTINELS :  LILANDRA NERAMANI [S :  HAVOK/ALEX SUMMERS :  MACTAGGERT  MOIRA KI :  PROFESSOR X/CHARLES
UX 94,DRAGONFLY/VERONICA D :  CAT MAN/HORGAN :  WOLVERINE/LOGAN :  ANGEL/WARREN KENNETH :  APE MAN/GORDON MONK :  CYCLOPS/SCOTT SUMMER :  BIRD MAN/HENRY HAWK :  HELLEN :  BEAST/HENRY &HANK& P :  NIGHTCRAWLER/KURT WA :  FREDERICKS  GENERAL :  THUNDERBIRD/JOHN PRO :  SUNFIRE/SHIRO YOSHID :  COLOSSUS II/PETER RA :  BANSHEE/SEAN CASSIDY :  POLARIS/LORNA DANE :  ICEMAN/ROBERT BOBBY :  STORM/ORORO MUNROE S :  FROG MAN/FROG LE BLA :  MARVEL GIRL/JEAN GRE :  COUNT NEFARIA  LUCHI :  STURDY  PROF. KENNET :  HAVOK/ALEX SUMMERS :  STANCHEK  DR. :  PROFESSOR X/CHARLES
UX 95,DRAGONFLY/VERONICA D :  CAT MAN/HORGAN :  WOLVERINE/LOGAN :  APE MAN/GORDON MONK :  CYCLOPS/SCOTT SUMMER :  BIRD MAN/HENRY HAWK :  NIGHTCRAWLER/KURT WA :  THUNDERBIRD/JOHN PRO :  COLOSSUS II/PETER RA :  BANSHEE/SEAN CASSIDY :  STORM/ORORO MUNROE S :  FROG MAN/FROG LE BLA :  COUNT NEFARIA  LUCHI :  PROFESSOR X/CHARLES
UX 60,MESMERO :  CHALMERS  JUDGE ROBE :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  BEAST/HENRY &HANK& P :  UNUS THE UNTOUCHABLE :  LIVING MONOLITH/AHME :  BANSHEE/SEAN CASSIDY :  POLARIS/LORNA DANE :  ICEMAN/ROBERT BOBBY :  SAURON/DR. KARL LYKO :  SCARLET WITCH/WANDA :  TRASK  LAWRENCE LARR :  MARVEL GIRL/JEAN GRE :  QUICKSILVER/PIETRO M :  MASTERMIND/JASON WYN :  HAVOK/ALEX SUMMERS :  TOAD/MORTIMER TOYNBE :  ANDERSSEN  TANYA :  BLOB/FRED J. DUKES :  VANISHER
SOLOA 5/2,VISION :  DEATH :  SCARLET WITCH/WANDA
A 390,LUNA/LUNA MAXIMOFF [ :  DEATHCRY [SHI'AR] :  TUC :  WASP/JANET VAN DYNE :  MARILLA [INHUMAN] :  ANT-MAN/DR. HENRY J. :  QUICKSILVER/PIETRO M :  CRYSTAL [INHUMAN] :  SWORDSMAN III/PHILIP :  LOCKJAW [INHUMAN] :  HERCULES [GREEK GOD] :  MAGDALENE/MARISSA DA
UX 65,ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  CHANGELING :  BEAST/HENRY &HANK& P :  THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  POLARIS/LORNA DANE :  ICEMAN/ROBERT BOBBY :  MARVEL GIRL/JEAN GRE :  CRYSTAL [INHUMAN] :  MR. FANTASTIC/REED R :  HAVOK/ALEX SUMMERS :  PROFESSOR X/CHARLES
UX 66,HULK/DR. ROBERT BRUC :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  BEAST/HENRY &HANK& P :  POLARIS/LORNA DANE :  ICEMAN/ROBERT BOBBY :  MARVEL GIRL/JEAN GRE :  HAVOK/ALEX SUMMERS :  TALBOT  GLENN :  PROFESSOR X/CHARLES
UX 63,MAGNETO/MAGNUS/ERIC :  LORELEI :  GAZA :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  BRAINCHILD :  BEAST/HENRY &HANK& P :  LUPO :  AMPHIBIUS :  ICEMAN/ROBERT BOBBY :  BARBARUS :  ZABU :  MARVEL GIRL/JEAN GRE :  KA-ZAR/KEVIN PLUNDER
A 394,MALACHI :  NEUT :  BLACK WIDOW/NATASHA :  WASP/JANET VAN DYNE :  BLACK PANTHER/T'CHAL :  VISION :  MADAME MASQUE III :  ANT-MAN/DR. HENRY J. :  JARVIS  EDWIN :  QUICKSILVER/PIETRO M :  MOONRAKER/SLADE TRUM :  CRYSTAL [INHUMAN] :  SWORDSMAN III/PHILIP :  PHARAOH RAMA-TUT :  HAWK :  MANTIS (SPACE PHANTO :  TOBIAS :  HERCULES [GREEK GOD]
UX 64,ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  BEAST/HENRY &HANK& P :  SUNFIRE/SHIRO YOSHID :  ICEMAN/ROBERT BOBBY :  MARVEL GIRL/JEAN GRE
A 393,LUNA/LUNA MAXIMOFF [ :  TUC :  BLACK WIDOW/NATASHA :  WASP/JANET VAN DYNE :  VISION :  MADAME MASQUE III :  ANT-MAN/DR. HENRY J. :  IRON MAN/TONY STARK :  NELIT :  JARVIS  EDWIN :  QUICKSILVER/PIETRO M :  CRYSTAL [INHUMAN] :  SWORDSMAN III/PHILIP :  PHARAOH RAMA-TUT :  HAWK :  MANTIS (SPACE PHANTO :  HERCULES [GREEK GOD]
UX 61,ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  BEAST/HENRY &HANK& P :  POLARIS/LORNA DANE :  ICEMAN/ROBERT BOBBY :  SAURON/DR. KARL LYKO :  MARVEL GIRL/JEAN GRE :  HAVOK/ALEX SUMMERS :  ANDERSSEN  TANYA
